content,Preprocess,CustomerService_prediksi,FiturAplikasi_prediksi,UserExperience_prediksi,Verifikasi_prediksi
"Aplikasi buruk kok bisa kerjasama sama bumn sekelas pertamina. Mau login nggak bisa, mau bikin akun baru jg gak bisa. Kalau ada bintang nol pun ku kasih buat aplikasi ini.",aplikasi buruk   kerjasama  bumn kelas pertamina  masuk    bikin akun   gak    bintang nol  ku kasih  aplikasi  ,0,-1,-1,0
"Aplikasinya lengkap, mudah digunakan, sangat membantu. Rekomen banget",aplikasi lengkap mudah   bantu rekomendasi ,0,1,1,0
"tolong di perbaiki lagi, saya beberapa kali mau bayar KAI pas masukin pin malah akun di blokir, padahal pin udh bener...tolong ya pihak LinkAja ð",tolong  baik    kali  bayar kereta api indonesia pas masukin pin  akun  blokir  pin udah bener tolong   linkaja ,0,-1,-1,0
Dibuat kecewa sama link aja. ngisi EMoney belum masuk2 padahal sudah terpotong saldonya. Live chat agent lama bgt tidak terhubung2. Email ktnya tertangani tp blm masuk jg saldonya. Telfon cuma ngabisin pulsa tp blm ada kejelasan. Tolong jangan kecewakan para pelanggan!!, kecewa  linkaja aja isi uang digital  masuk   potong saldo langsung obrol agen lama  tidak hubung email  tangan   masuk  saldo telpon  habisin pulsa    jelas tolong jangan kecewa  langgan ,-1,-1,-1,0
"aplikasi ini sangat bagus, apalagi bisa dilakukan oleh semua transaksi membuat transaksi cepat dan lancar tanpa gangguan. Aplikasi ini cocok digunakan untuk membayar segala jenis transaksi online.",aplikasi   bagus      transaksi  transaksi cepat  lancar  ganggu aplikasi  cocok   bayar  jenis transaksi daring ,0,1,1,0
Tolong ya lain kali kalo layanan topup diamond gamenya lain kali harus di sertai nomer ID.. bukan lagsung bayar.. dan diamond topup saya ke game gak tau dan gak jelas Arah diamondnya kemana.. Sekali lagi maaf & bantu blokir akun saya.. saya merasa sangat di rugikan..,tolong   kali  layan isi berlian main  kali   serta nomor id  langsung bayar  berlian isi   main gak tau  gak  arah berlian mana   maaf bantu blokir akun      rugi ,0,-1,-1,0
"foto udah sejuta kali masih gk bisa upgrade, saldonya mau gua pakeeeee!! nyesel gua pake ni apk",foto udah juta kali  gak  tingkat saldo  gua pakeeeee nyesal gua pakai ni aplikasi,0,-1,-1,-1
"Link lelet banget, pencarian insentif prakerja blum juga cair.ewalet lain dri subuh udah pencairan.... sistem linkaja lama""bobrokkk",linkaja lelet  cari insentif prakerja   cair dompet digital   subuh udah cair sistem linkaja lamabobrokkk,0,1,1,0
"Tidak bisa untuk verifikasi wajah,padahal sudah ikut yg di instruksikan tapi selalu mohon tunggu",tidak   verifikasi wajah      instruksi   mohon tunggu,0,0,-1,-1
Gimana sih sudah banget di hubungin customer servicenya ada masalah saya udah mau seminggu ngk ada sama sekali tanggapan malah di susah susahin,gimana     hubung customer servis    udah  minggu     tanggap   susah susahin,-1,0,-1,-1
Kenapa akun saya gak bisa di akses. Tlp cs nunggu antrian sampe pulsa abis gak dapet tersambung. Chat live sama jg gak tersambung., akun  gak   akses telepon layan langgan nunggu antri  pulsa habis gak dapet sambung obrol langsung   gak sambung ,-1,0,-1,0
"Dari pemberi tahuan upgred 1 kali 24 jam selesai.. Tapi ini dah hampir seminggu belum juga upgred,,jadi percuma punya akun gak bisa transaksi karna gak ke upgred..", beri  tingkat kali jam selesai     minggu   upgred    akun gak  transaksi  gak  upgred ,0,0,-1,-1
"Ga jelas udah punya akun pernah bikin tiba"" ga bisa di buka lagi gatau alesanya,masa mau login lagi ga bisa aneh nih apk",ga  udah  akun  bikin  ga   buka  gatau alas   masuk  ga  aneh  aplikasi,0,-1,-1,0
"Dulu pernah menggunakan aplikasi ini, kinerjanya sangat membantu. Dan saya ingin menggunakan kembali, semoga kinerjanya lebih baik lagi.",   aplikasi  kerja  bantu      moga kerja  baik  ,0,0,1,0
"Terbantu sekali dengan adanya aplikasi linkaja, transaksi jauh lebih mudah, fitur2nya juga sangat mudah di mengerti mantab polll",bantu    aplikasi linkaja transaksi   mudah fitur    mudah  erti mantap habis,0,1,1,0
"Link aja makin kesini makin nyusahin, ga guna banget. Mana saldoku masih banyak gabisa masuk aplikasi harus reset pin, ngehabisin pulsa gabisa lewat email. Ini tuh sebenernya aplikasi paling ribet yang bikin pusing. Ga lagi lagi pake LINK AJA",linkaja aja  kesini  nyusahin ga    saldo   gabisa masuk aplikasi  reset pin ngehabisin pulsa gabisa  email   sebenernya aplikasi  ribet  bikin pusing ga   pakai linkaja aja,0,-1,-1,0
"aplikasi ini sangat bagus, mudah digunakan dan fitur fiturnya sangat membantu penggunanya",aplikasi   bagus mudah   fitur fitur  bantu guna,0,1,1,0
"Ini mau reset pin gimana sih !!?? Kok susah bgt, CC di hubungin jg ga ada respon, baik dari TELPON, WEBSITE ATAU PUN IG.",  reset pin gimana   susah  pusat panggil  hubung  ga  respon baik  telpon situs web   instagram ,-1,-1,-1,0
"Saya kasih bintang 1 aja dulu. Soalnya udah 5 hari Upgrade ke permium ga ada jawaban nya, masih dalam peroses terus. Kata ktak cnter janji nya 3 hari kerja. Sekarang udah 5 hari ga ada peroses nya. Tolong di bantuðð»", kasih bintang aja   udah  tingkat  permium ga      proses   kontak pusat janji   kerja  udah  ga  proses  tolong  bantu ,-1,0,-1,-1
"Aplikasi yg membantu, transaksi super cepat, bayar apapun lebih mudah",aplikasi  bantu transaksi super cepat bayar apa  mudah,0,1,1,0
"Hubungi call center susah banget, sudah 3x tidak bisa berbicara dengan cs nya.. ngabisin pulsa.. Di aplikasi ada layanan live chat tapi cuma pajangan, tidak bisa digunakan",hubung panggil pusat susah    tidak  bicara  layan langgan  habisin pulsa  aplikasi  layan langsung obrol   pajang tidak  ,-1,0,-1,0
"gimana niih... aplikasinya tambah ga jelas.. biasanya baik2 aja.. aq top up 297rb jam 2 sampai sekarang belum masuk padahal saldo d tabungan sudah berkurang. tlp /chat customer ga ada yang jawab...gimana dong... balikin saldo ku..aku uda email. tlp terlalu bertele2 sampai pulsaq habis, chat ga d respon sama sekali...dana belum masuk di link aja padahal tabungan sudah berkurang, ini sudah 1 hari lhoo, masak selevel link aja responnya lama banget",gimana niih aplikasi  ga   baik aja  mantap   jam    masuk  saldo  tabung  kurang telepon chat customer ga    gimana  balikin saldo ku  udah email telepon  tele  pulsa habis obrol ga  respon   dana  masuk  linkaja aja  tabung  kurang     masak level linkaja aja respon lama ,-1,-1,-1,0
"Dari 3 permaslahan saya, 1. pembelian pulsa gagal tpi saldo tak dikembalikan, 2. Bayar merhant via transfer keeasama linkaja saldo terpotong tpi merchant tak menerima pembayaran. 3. Sama kasus yg kedua namun via Qris. Dilaporkan berkali2 tak ada responvyg positif,,, Klu belum bisa mengatasi masalah seperti diatas dalam aplikasi anda jangan sok buat vitur2 yg berlebihan ujung2x onsumen merasa tertipu.. Dan memang sya akui saya tertipu dengan aplikasi ini.", masalah  beli pulsa gagal  saldo  kembali bayar jual via transfer  linkaja saldo potong  dagang  terima bayar      via qris lapor kali   respon positif    atas   atas  aplikasi  jangan sok  vitur   ujung  konsumen  tipu    aku  tipu  aplikasi  ,-1,-1,-1,0
Aplikasi apaan ini kagak jelas pakai di kunci kunci segala aku saya saya mau reset password aja kagak bisa tolong di bantu aku saya bos saya butuh uang yang bereda dalam linkaja untuk bayar rumah sakit buat adek saya yang lagi sakit tetapi akun saya kenal blokir tapi tidak bisa ganti password aplikasi macam apaan nii tidak bisa ganti password nya kepala saya udah pening dari tadi siang bagai mana cara ganti password nya tapi nggak bisa bisa di tunggu ya sesuai antrian udah di tunggu malah gua,aplikasi   kagak  pakai  kunci kunci      reset password aja kagak  tolong  bantu   bos  butuh uang    linkaja  bayar rumah sakit  adek    sakit  akun  kenal blokir  tidak  ganti password aplikasi    tidak  ganti password  kepala  udah pening   siang    ganti password       tunggu  sesuai antri udah  tunggu  gua,0,-1,-1,0
Gak bisa top up.... Keluhan e mail gak di respon... Mau gulung tiker kyknya app ini.,gak  mantap up keluh elektronik email gak  respon  gulung tikar kyknya aplikasi  ,-1,-1,-1,0
Suka banget sama aplikasi ini. Sangat membantu buat melakukan transaksi apa pun. Fiturnya lengkap dan mudah dipahami. Thanks LinkAja.,suka   aplikasi   bantu   transaksi   fitur lengkap  mudah paham terimakasih linkaja ,0,1,1,0
"Luar biasa Cukup membantu dengan Aplikasi ini, bertransaksi semakin mudah. Terima kasih",   bantu  aplikasi  transaksi  mudah terima kasih,0,1,1,0
"Aplikasi aneh, masa mau reset pin gabisa, coba lagi terus2an. Mohon diperbaiki aplikasinya",aplikasi aneh   reset pin gabisa coba   an mohon baik aplikasi,0,-1,-1,-1
"Promo tertera diaplikasi cuma pada merchant semua mesin link aja diganti dg mesin mandiri. Jadinya promo pun tdk berlaku. Zonk!!! ð¡ Begitupun promo isi pulsa di aplikasi link aja. Semua vchr tdk bisa digunakan.. Lagi"" Zonk!!! ð¤¬ Better move ke sebelah aja deh. Bye bye linkaja ð",promo tera aplikasi   dagang  mesin linkaja aja ganti  mesin mandiri  promo  tidak laku zonk  promo isi pulsa  aplikasi linkaja aja  bon tidak    zonk better pindah  belah aja  bye bye linkaja ,-1,-1,-1,0
"Kecewa banget sama linkaja, baru ini top up saldo tidak masuk dan tidak ada pertanggung jawaban dari linkaja, aku kecewa pengen ku bakar aja ini aplikasi ð¥ð¥ð¥ð¥",kecewa   linkaja   mantap  saldo tidak masuk  tidak  tanggung   linkaja  kecewa ken ku bakar aja  aplikasi ,0,-1,-1,0
"aplikasi LinkAja ini sangat rekomended untuk dijadikan alat transaksi, karena ada banyak cara transaksi di dalamnya seperti beli kuota, beli pulsa hp dan listrik, bayar air, bayar pajak, dan lain lain. caranya pun jg sangat mudah dan menghemat waktu.",aplikasi linkaja   rekomendasi  jadi alat transaksi     transaksi  dalam  beli kuota beli pulsa telepon  listrik bayar air bayar pajak        mudah  hemat  ,0,1,1,0
Recommended bgt... Jadi lebih mudah dalam bertransaksi ga ribet-ribet... Good pokoknya,rekomendasi bgt   mudah  transaksi ga ribet ribet bagus pokok,0,1,1,0
Setangg.. wktu ngak ada saldo amanÂ² bisa di buka nah serta masuk saldo udah ngk bisa lagi d buka ktanya akun tidak dapat di proses.. udah hub call center tdk ad responnâ¼ï¸â¼ï¸â¼ï¸,setangg    saldo aman   buka   masuk saldo udah     buka  akun tidak   proses udah hubung panggil pusat tidak  responn ,-1,-1,-1,0
"Upgrade lama banget gak update,mau kirim uang susah banget beda kaya aplikasi biru cepet banget, masa akun diupgrade ampe mau sebulan gak kelar2 kerjanya apa sih adminya, kalo mempersulit ya gak usah di suruh upgrade donk. Mending unistal aja aplikasi kek gini,",tingkat lama  gak baharu  kirim uang susah  beda kaya aplikasi biru cepat   akun tingkat   bulan gak kelar kerja   admin  sulit  gak   suruh tingkat  mending hapus aja aplikasi kek gin ,0,-1,-1,-1
"Aplikasi link aja benar benar membantu aku untuk memudahkan setiap transaksi ataupun naik ojek online. tidak perlu repot lagi bawa uang cash kemana mana. Fitur yang tersedia juga memudahkan pengguna baru untuk memakainya, daftarnya juga mudah gak ribet sama sekali. Jadi sulit move on dari aplikasi satu ini",aplikasi linkaja aja benar benar bantu   mudah  transaksi   ojek daring tidak  repot  bawa uang tunai mana  fitur  sedia  mudah guna   maka daftar  mudah gak ribet    sulit pindah   aplikasi  ,0,1,1,0
Sangat ribet.sudah top up tapi aplikasinya sulit login lagi minta reset pin tapi slalu gagal .komplain pun gak kelar beda dengan aplikasi agen pulsa lebih bagus gak ribet .saat komplain pun langsung gercep di tanggapi .terimakasih aplikasi agen pulsa termurah, ribet  mantap   aplikasi sulit masuk   reset pin   gagal komplain  gak kelar beda  aplikasi agen pulsa  bagus gak ribet  komplain  langsung cepat  tanggap terimakasih aplikasi agen pulsa murah,-1,-1,-1,0
"Aplikasi busuk.. hbs update justru ga bisa dipake utk isi uang elektronik, ga bisa dipake utk bayar krl, dll",aplikasi busuk habis baharu  ga  dipake  isi uang elektronik ga  dipake  bayar kereta rel listrik   ,0,-1,1,0
"Pertama sih lancar transaksinya, begitu ada kendala susah refundnya, saya transaksi token PLN saldo terpotong, nomer token tidak dikasih, minta refund susahnya, ditelpon dan diemail tidak ada penyelesaian, pokoknya hati hati sama aplikasi ini",  lancar transaksi   kendala susah uang   transaksi token usaha listrik negara saldo potong nomor token tidak kasih  uang  susah telpon  email tidak  selesai pokok hati hati  aplikasi ,0,-1,-1,0
Aplikasi yang keren banget .memudahkan kita terutama aku sih untuk yang gamau ribet .thankyou LinkAja,aplikasi  keren  mudah       gamau ribet thankyou linkaja,0,1,1,0
Top up 200 hangus tidak masuk sudah beberapa hari. Padahal sttus sudah terkirim. Aplikasi tidak jelas merugikan sekali.,mantap  hangus tidak masuk     status  kirim aplikasi tidak  rugi  ,0,-1,-1,0
Link aja kok jadi loding sya sudah upgarde sudah 5 hari smpe skrg blm notifikasi berhasil katanya 1x24 jm maksimal 3 hari tpi kok sudah 5 hari ttp sja blm ada notifikasinya jadi kecwa ð¡ð¡ð¡,linkaja aja   muat   tingkat      notifikasi hasil   jam maksimal          notifikasi  kecewa ,0,0,-1,0
Sangat mudah untuk memakai aplikasi linkaja.... Menurut saya ini sangat Bagus terimakasih linkaja, mudah  pakai aplikasi linkaja     bagus terimakasih linkaja,0,1,1,0
"Kenapa proses upgrrade full service lama sekali di respon call center susah di hubungi..tidak bisa transfer tidak bisa apapun, uang nyangkut di aplikasi.. Tolong segera di proses ....", proses tingkat penuh servis lama   respon panggil pusat susah  hubung tidak  transfer tidak  apa uang nyangkut  aplikasi tolong   proses ,-1,0,-1,-1
"Awalnya sangat baik lama"" tambah gak jelas topup by mbangking jelas sukses tapi saldonya gak nambah komplain tlpn tdk ada respon by chat sama saja sangat mengecewakan",  baik lama  gak  isi  perban seluler  sukses  saldo gak nambah komplain telepon tidak  respon  obrol    kecewa,-1,-1,-1,0
Aplikasinya mempermudah untuk peminjaman online dan untuk pemula dapat mengikuti langkah-langkah dengan mudah karena aplikasi LinkAja memiliki fitur yang simple dan mudah di mengerti.,aplikasi mudah  pinjam daring   mula  ikut langkah langkah  mudah  aplikasi linkaja milik fitur  simpel  mudah  erti ,0,1,1,0
"Sy sudah upgrade, hampir 3 bulan belum dikonfirmasi sama pihak admin link aja. Tolong diperbaiki sistemnya ð",  tingkat    konfirmasi   admin linkaja aja tolong baik sistem ,-1,0,-1,-1
"Udh lebih dr seminggu pengajuan full upgrade ga ada kabar, call center di tlp cuma dengerin musik aja ga di angkatÂ²",udah   minggu aju penuh tingkat ga  kabar panggil pusat  telepon  dengerin musik aja ga  angkat ,-1,0,-1,-1
Membantu banget buat transaksi sehari-hari. Gampang dipake semua fitur-fiturnya.,bantu   transaksi hari  gampang dipake  fitur fitur ,0,1,1,0
Terhenti ketika kirim hasil verifikasi wajah sehingga tidak akan bisa tarik uang dan transaksi karena akun belum FullService. Sudah coba berulangkali.,henti  kirim hasil verifikasi wajah  tidak   tarik uang  transaksi  akun  layan penuh  coba ulang kali ,0,0,-1,-1
Aplikasi terburuk yang pernah saya temui... Susah sekali upgrade premium beli pulsa mahal.. Pokoknya kecewA.,aplikasi buruk    temu susah  tingkat premium beli pulsa mahal pokok kecewa ,0,-1,-1,0
"Sangat bagus dan mudah dijalankan. Aplikasi ringan, perlu terus di tingkatan terutama harus ada inovasi gratis kirim, masak kalah sama bank digital", bagus  mudah jalan aplikasi ringan    tingkat    inovasi gratis kirim masak kalah  bank digital,0,1,1,0
"Aku saya kenapa terblokir ? Padahal tidak ada apa-apa. Lalu email sudah verifikasi, tapi malah sekarang jadi tidak terverifikasi. Kacau nih... Please fix that..",   blokir  tidak     email  verifikasi     tidak verifikasi kacau  tolong baik that ,0,0,-1,-1
Aplikasi Link Aja Bagus Banget Dan Fitur Di dalam nya lengkap Banget Dan mudah Juga Di gunakan Aplikasi Link aja paling Oke lah,aplikasi linkaja aja bagus   fitur    lengkap   mudah    aplikasi linkaja aja  oke ,0,1,1,0
Bisakah ganti nomor dengan yg terdaftar di digipos aja ??? Jika bisa tolong dong bagaimana caranya dan paling bagus juga transaksinya bisa di print sama seperti digipos..., ganti nomor   daftar  digipos aja   tolong      bagus  transaksi   print   digipos ,0,-1,-1,0
"Aplikasi dompet digital yang mudah digunakan, praktis, fiturnya keren memudahkan saat bertransaksi",aplikasi dompet digital  mudah  praktis fitur keren mudah  transaksi,0,1,1,0
Aplikasi nya memiliki banyak fitur yang membantu dan memudahkan user dalam bertransaksi. Tampilan nya juga mudah untuk dimengerti. Sangat recommended.,aplikasi  milik  fitur  bantu  mudah guna  transaksi tampil   mudah  erti  rekomendasi ,0,1,1,0
"Jelek banget lupa pin error koneksi buat pake nomor lain, verifikasi error nyangkut di verifikasi muka dikirimin email responnya itu itu muluk gk bantu di telpon bot yang jawab kalau bisa bintang 0 saya kasih bintang 0",jelek  lupa pin rusak koneksi  pakai nomor  verifikasi rusak nyangkut  verifikasi muka dikirimin email respon   melulu gak bantu  telpon robot     bintang  kasih bintang ,-1,0,-1,0
